MeoDemoSat.UTCGregorian,MeoDemoSat.ElapsedSecs,MeoDemoSat.Earth.Latitude,MeoDemoSat.Earth.Longitude,MeoDemoSat.Earth.Altitude
01 Jan 2026 01:13:25.689,4405.688801023643,-59.74332866626364,141.10724350827,898.643897202568
01 Jan 2026 01:16:25.576,4585.576041019522,-59.65138561849773,161.2946701962897,890.3175577358379
01 Jan 2026 01:19:25.649,4765.649054688402,-56.40526646225027,179.5989564738082,883.3552067858855
01 Jan 2026 01:22:25.494,4945.494104898535,-50.77724793671841,-166.0167134331717,878.1027679128993
01 Jan 2026 01:25:25.102,5125.102330301888,-43.63494279002932,-155.2467109193671,874.9057800119663
01 Jan 2026 01:28:24.541,5304.54059302574,-35.58518483382925,-147.05943566017,874.0948637867868
01 Jan 2026 01:31:23.915,5483.915166696534,-26.99429115705405,-140.5577293686865,875.9477510373881
01 Jan 2026 01:34:23.335,5663.334686437156,-18.08338481345007,-135.1079789118942,880.6459359314913
01 Jan 2026 01:37:22.890,5842.890322732273,-8.996282762176824,-130.269648575824,888.2336841574679
01 Jan 2026 01:40:22.678,6022.678258235101,0.1631987297661899,-125.7138437801697,898.5901510053109
